,Unnamed: 0,Team 1,Team 2,Winner,Year
80,80,AR Lit Rock,Notre Dame,AR Lit Rock,1986
81,81,Auburn,Arizona,Auburn,1986
82,82,Cleveland St,Indiana,Cleveland St,1986
83,83,Illinois,Fairfield,Illinois,1986
84,84,Iowa State,Miami OH,Iowa State,1986
85,85,Kentucky,Davidson,Kentucky,1986
86,86,Maryland,Pepperdine,Maryland,1986
87,87,Michigan,Akron,Michigan,1986
88,88,Navy,Tulsa,Navy,1986
89,89,NC State,Iowa,NC State,1986
90,90,St Johns,Montana St,St Johns,1986
91,91,St Josephs,Richmond,St Josephs,1986
92,92,Syracuse,Brown,Syracuse,1986
93,93,UNLV,ULM,UNLV,1986
94,94,W Kentucky,Nebraska,W Kentucky,1986
95,95,DePaul,Oklahoma,DePaul,1986
96,96,Duke,Old Dominion,Duke,1986
97,97,GA Tech,Villanova,GA Tech,1986
98,98,Kansas,Temple,Kansas,1986
99,99,Louisville,Bradley,Louisville,1986
100,100,LSU,Memphis,LSU,1986
101,101,Michigan St,Georgetown,Michigan St,1986
102,102,N Carolina,UAB,N Carolina,1986
103,103,Alabama,Illinois,Alabama,1986
104,104,Auburn,St Johns,Auburn,1986
105,105,Cleveland St,St Josephs,Cleveland St,1986
106,106,Iowa State,Michigan,Iowa State,1986
107,107,Kentucky,W Kentucky,Kentucky,1986
108,108,Navy,Syracuse,Navy,1986
109,109,NC State,AR Lit Rock,NC State,1986
110,110,UNLV,Maryland,UNLV,1986
111,111,Auburn,UNLV,Auburn,1986
112,112,Kentucky,Alabama,Kentucky,1986
113,113,Louisville,N Carolina,Louisville,1986
114,114,LSU,GA Tech,LSU,1986
115,115,Duke,DePaul,Duke,1986
116,116,Kansas,Michigan St,Kansas,1986
117,117,Navy,Cleveland St,Navy,1986
118,118,NC State,Iowa State,NC State,1986
119,119,Louisville,Auburn,Louisville,1986
120,120,LSU,Kentucky,LSU,1986
121,121,Duke,Navy,Duke,1986
122,122,Kansas,NC State,Kansas,1986
123,123,Duke,Kansas,Duke,1986
124,124,Louisville,LSU,Louisville,1986
125,125,Louisville,Duke,Louisville,1986
126,126,Alabama,NC A&T,Alabama,1987
127,127,Auburn,San Diego,Auburn,1987
128,128,Austin Peay,Illinois,Austin Peay,1987
129,129,Duke,Texas A&M,Duke,1987
130,130,Indiana,Fairfield,Indiana,1987
131,131,Kansas St,Georgia,Kansas St,1987
132,132,Michigan,Navy,Michigan,1987
133,133,New Orleans,BYU,New Orleans,1987
134,134,N Carolina,U Penn,N Carolina,1987
135,135,Notre Dame,Middle Tenn,Notre Dame,1987
136,136,Providence,UAB,Providence,1987
137,137,TX Christian,Marshall,TX Christian,1987
138,138,UCLA,C Michigan,UCLA,1987
139,139,UNLV,Idaho St,UNLV,1987
140,140,Wyoming,Virginia,Wyoming,1987
141,141,Xavier,Missouri,Xavier,1987
142,142,DePaul,Louisiana Tech,DePaul,1987
143,143,Florida,NC State,Florida,1987
144,144,Georgetown,Bucknell,Georgetown,1987
145,145,Iowa,Santa Clara,Iowa,1987
146,146,Kansas,Houston,Kansas,1987
147,147,LSU,GA Tech,LSU,1987
148,148,Missouri St,Clemson,Missouri St,1987
149,149,Ohio State,Kentucky,Ohio State,1987
150,150,Oklahoma,Tulsa,Oklahoma,1987
151,151,Pittsburgh,Marist,Pittsburgh,1987
152,152,Purdue,Northeastrn,Purdue,1987
153,153,St Johns,Wichita St,St Johns,1987
154,154,Syracuse,Ga Southern,Syracuse,1987
155,155,Temple,Southern,Temple,1987
156,156,UTEP,Arizona,UTEP,1987
157,157,W Kentucky,W Virginia,W Kentucky,1987
158,158,Alabama,New Orleans,Alabama,1987
159,159,Duke,Xavier,Duke,1987
160,160,Indiana,Auburn,Indiana,1987
161,161,N Carolina,Michigan,N Carolina,1987
162,162,Notre Dame,TX Christian,Notre Dame,1987
163,163,Providence,Austin Peay,Providence,1987
164,164,UNLV,Kansas St,UNLV,1987
165,165,Wyoming,UCLA,Wyoming,1987
166,166,DePaul,St Johns,DePaul,1987
167,167,Florida,Purdue,Florida,1987
168,168,Georgetown,Ohio State,Georgetown,1987
169,169,Iowa,UTEP,Iowa,1987
170,170,Kansas,Missouri St,Kansas,1987
171,171,LSU,Temple,LSU,1987
172,172,Oklahoma,Pittsburgh,Oklahoma,1987
173,173,Syracuse,W Kentucky,Syracuse,1987
174,174,Georgetown,Kansas,Georgetown,1987
175,175,N Carolina,Notre Dame,N Carolina,1987
176,176,Providence,Alabama,Providence,1987
177,177,Syracuse,Florida,Syracuse,1987
178,178,Indiana,Duke,Indiana,1987
179,179,Iowa,Oklahoma,Iowa,1987
180,180,LSU,DePaul,LSU,1987
181,181,UNLV,Wyoming,UNLV,1987
182,182,Providence,Georgetown,Providence,1987
183,183,Syracuse,N Carolina,Syracuse,1987
184,184,Indiana,LSU,Indiana,1987
185,185,UNLV,Iowa,UNLV,1987
186,186,Indiana,UNLV,Indiana,1987
187,187,Syracuse,Providence,Syracuse,1987
188,188,Indiana,Syracuse,Indiana,1987
189,189,Auburn,Bradley,Auburn,1988
190,190,BYU,Charlotte,BYU,1988
191,191,DePaul,Wichita St,DePaul,1988
192,192,Duke,Boston Univ,Duke,1988
193,193,Florida,St Johns,Florida,1988
194,194,Kansas St,La Salle,Kansas St,1988
195,195,Louisville,Oregon St,Louisville,1988
196,196,Loy Marymount,Wyoming,Loy Marymount,1988
197,197,Memphis,Baylor,Memphis,1988
198,198,Michigan,Boise State,Michigan,1988
199,199,N Carolina,North Texas,N Carolina,1988
200,200,Oklahoma,Chattanooga,Oklahoma,1988
201,201,Purdue,F Dickinson,Purdue,1988
202,202,Rhode Island,Missouri,Rhode Island,1988
203,203,S Methodist,Notre Dame,S Methodist,1988
204,204,Syracuse,NC A&T,Syracuse,1988
205,205,Arizona,Cornell,Arizona,1988
206,206,Georgetown,LSU,Georgetown,1988
207,207,GA Tech,Iowa State,GA Tech,1988
208,208,Illinois,UT San Antonio,Illinois,1988
209,209,Iowa,Florida St,Iowa,1988
210,210,Kansas,Xavier,Kansas,1988
211,211,Kentucky,Southern,Kentucky,1988
212,212,Maryland,UCSB,Maryland,1988
213,213,Murray St,NC State,Murray St,1988
214,214,Pittsburgh,E Michigan,Pittsburgh,1988
215,215,Richmond,Indiana,Richmond,1988
216,216,Seton Hall,UTEP,Seton Hall,1988
217,217,Temple,Lehigh,Temple,1988
218,218,UNLV,Missouri St,UNLV,1988
219,219,Vanderbilt,Utah State,Vanderbilt,1988
220,220,Villanova,Arkansas,Villanova,1988
221,221,Duke,S Methodist,Duke,1988
222,222,Kansas St,DePaul,Kansas St,1988
223,223,Louisville,BYU,Louisville,1988
224,224,Michigan,Florida,Michigan,1988
225,225,N Carolina,Loy Marymount,N Carolina,1988
226,226,Oklahoma,Auburn,Oklahoma,1988
227,227,Purdue,Memphis,Purdue,1988
228,228,Rhode Island,Syracuse,Rhode Island,1988
229,229,Arizona,Seton Hall,Arizona,1988
230,230,Iowa,UNLV,Iowa,1988
231,231,Kansas,Murray St,Kansas,1988
232,232,Kentucky,Maryland,Kentucky,1988
233,233,Richmond,GA Tech,Richmond,1988
234,234,Temple,Georgetown,Temple,1988
235,235,Vanderbilt,Pittsburgh,Vanderbilt,1988
236,236,Villanova,Illinois,Villanova,1988
237,237,Duke,Rhode Island,Duke,1988
238,238,Oklahoma,Louisville,Oklahoma,1988
239,239,Temple,Richmond,Temple,1988
240,240,Villanova,Kentucky,Villanova,1988
241,241,Arizona,Iowa,Arizona,1988
242,242,Kansas,Vanderbilt,Kansas,1988
243,243,Kansas St,Purdue,Kansas St,1988
244,244,N Carolina,Michigan,N Carolina,1988
245,245,Duke,Temple,Duke,1988
246,246,Oklahoma,Villanova,Oklahoma,1988
247,247,Arizona,N Carolina,Arizona,1988
248,248,Kansas,Kansas St,Kansas,1988
249,249,Kansas,Duke,Kansas,1988
250,250,Oklahoma,Arizona,Oklahoma,1988
251,251,Kansas,Oklahoma,Kansas,1988
252,252,Arizona,Rob Morris,Arizona,1989
253,253,Arkansas,Loy Marymount,Arkansas,1989
254,254,Ball St,Pittsburgh,Ball St,1989
255,255,Clemson,St Marys,Clemson,1989
256,256,DePaul,Memphis,DePaul,1989
257,257,Duke,S Carolina St,Duke,1989
258,258,Illinois,McNeese St,Illinois,1989
259,259,Louisiana Tech,La Salle,Louisiana Tech,1989
260,260,Louisville,AR Lit Rock,Louisville,1989
261,261,Minnesota,Kansas St,Minnesota,1989
262,262,Middle Tenn,Florida St,Middle Tenn,1989
263,263,Oklahoma,E Tenn St,Oklahoma,1989
264,264,Siena,Stanford,Siena,1989
265,265,UNLV,Idaho,UNLV,1989
266,266,Virginia,Providence,Virginia,1989
267,267,W Virginia,Tennessee,W Virginia,1989
268,268,Colorado St,Florida,Colorado St,1989
269,269,Evansville,Oregon St,Evansville,1989
270,270,Georgetown,Princeton,Georgetown,1989
271,271,Indiana,George Mason,Indiana,1989
272,272,Iowa,Rutgers,Iowa,1989
273,273,Michigan,Xavier,Michigan,1989
274,274,Missouri,Creighton,Missouri,1989
275,275,NC State,S Carolina,NC State,1989
276,276,N Carolina,Southern,N Carolina,1989
277,277,Notre Dame,Vanderbilt,Notre Dame,1989
278,278,Seton Hall,Missouri St,Seton Hall,1989
279,279,South Alabama,Alabama,South Alabama,1989
280,280,Syracuse,Bucknell,Syracuse,1989
281,281,Texas,GA Tech,Texas,1989
282,282,UCLA,Iowa State,UCLA,1989
283,283,UTEP,LSU,UTEP,1989
284,284,Arizona,Clemson,Arizona,1989
285,285,Duke,W Virginia,Duke,1989
286,286,Illinois,Ball St,Illinois,1989
287,287,Louisville,Arkansas,Louisville,1989
288,288,Minnesota,Siena,Minnesota,1989
289,289,Oklahoma,Louisiana Tech,Oklahoma,1989
290,290,UNLV,DePaul,UNLV,1989
291,291,Virginia,Middle Tenn,Virginia,1989
292,292,Georgetown,Notre Dame,Georgetown,1989
293,293,Indiana,UTEP,Indiana,1989
294,294,Michigan,South Alabama,Michigan,1989
295,295,Missouri,Texas,Missouri,1989
296,296,NC State,Iowa,NC State,1989
297,297,N Carolina,UCLA,N Carolina,1989
298,298,Seton Hall,Evansville,Seton Hall,1989
299,299,Syracuse,Colorado St,Syracuse,1989
300,300,Michigan,N Carolina,Michigan,1989
301,301,Seton Hall,Indiana,Seton Hall,1989
302,302,UNLV,Arizona,UNLV,1989
303,303,Virginia,Oklahoma,Virginia,1989
304,304,Duke,Minnesota,Duke,1989
305,305,Georgetown,NC State,Georgetown,1989
306,306,Illinois,Louisville,Illinois,1989
307,307,Syracuse,Missouri,Syracuse,1989
308,308,Michigan,Virginia,Michigan,1989
309,309,Seton Hall,UNLV,Seton Hall,1989
310,310,Duke,Georgetown,Duke,1989
311,311,Illinois,Syracuse,Illinois,1989
312,312,Michigan,Illinois,Michigan,1989
313,313,Seton Hall,Duke,Seton Hall,1989
314,314,Michigan,Seton Hall,Michigan,1989
315,315,Arkansas,Princeton,Arkansas,1990
316,316,Ball St,Oregon St,Ball St,1990
317,317,California,Indiana,California,1990
318,318,Clemson,BYU,Clemson,1990
319,319,Connecticut,Boston Univ,Connecticut,1990
320,320,Dayton,Illinois,Dayton,1990
321,321,GA Tech,E Tenn St,GA Tech,1990
322,322,La Salle,S Mississippi,La Salle,1990
323,323,Louisville,Idaho,Louisville,1990
324,324,LSU,Villanova,LSU,1990
325,325,Michigan St,Murray St,Michigan St,1990
326,326,N Carolina,Missouri St,N Carolina,1990
327,327,Ohio State,Providence,Ohio State,1990
328,328,Oklahoma,Towson,Oklahoma,1990
329,329,UCSB,Houston,UCSB,1990
330,330,UNLV,AR Lit Rock,UNLV,1990
331,331,Alabama,Colorado St,Alabama,1990
332,332,Arizona,S Florida,Arizona,1990
333,333,Duke,Richmond,Duke,1990
334,334,Georgetown,TX Southern,Georgetown,1990
335,335,Kansas,Rob Morris,Kansas,1990
336,336,Loy Marymount,N Mex State,Loy Marymount,1990
337,337,Michigan,Illinois St,Michigan,1990
338,338,Minnesota,UTEP,Minnesota,1990
339,339,N Iowa,Missouri,N Iowa,1990
340,340,Purdue,ULM,Purdue,1990
341,341,St Johns,Temple,St Johns,1990
342,342,Syracuse,Coppin St,Syracuse,1990
343,343,Texas,Georgia,Texas,1990
344,344,UCLA,UAB,UCLA,1990
345,345,Virginia,Notre Dame,Virginia,1990
346,346,Xavier,Kansas St,Xavier,1990
347,347,Arkansas,Dayton,Arkansas,1990
348,348,Ball St,Louisville,Ball St,1990
349,349,Clemson,La Salle,Clemson,1990
350,350,Connecticut,California,Connecticut,1990
351,351,GA Tech,LSU,GA Tech,1990
352,352,Michigan St,UCSB,Michigan St,1990
353,353,N Carolina,Oklahoma,N Carolina,1990
354,354,UNLV,Ohio State,UNLV,1990
355,355,Alabama,Arizona,Alabama,1990
356,356,Duke,St Johns,Duke,1990
357,357,Loy Marymount,Michigan,Loy Marymount,1990
358,358,Minnesota,N Iowa,Minnesota,1990
359,359,Syracuse,Virginia,Syracuse,1990
360,360,Texas,Purdue,Texas,1990
361,361,UCLA,Kansas,UCLA,1990
362,362,Xavier,Georgetown,Xavier,1990
363,363,Arkansas,N Carolina,Arkansas,1990
364,364,Connecticut,Clemson,Connecticut,1990
365,365,Duke,UCLA,Duke,1990
366,366,Texas,Xavier,Texas,1990
367,367,GA Tech,Michigan St,GA Tech,1990
368,368,Loy Marymount,Alabama,Loy Marymount,1990
369,369,Minnesota,Syracuse,Minnesota,1990
370,370,UNLV,Ball St,UNLV,1990
371,371,Arkansas,Texas,Arkansas,1990
372,372,Duke,Connecticut,Duke,1990
373,373,GA Tech,Minnesota,GA Tech,1990
374,374,UNLV,Loy Marymount,UNLV,1990
375,375,Duke,Arkansas,Duke,1990
376,376,UNLV,GA Tech,UNLV,1990
377,377,UNLV,Duke,UNLV,1990
378,378,Arizona,St Francis PA,Arizona,1991
379,379,BYU,Virginia,BYU,1991
380,380,Connecticut,LSU,Connecticut,1991
381,381,Creighton,N Mex State,Creighton,1991
382,382,Duke,ULM,Duke,1991
383,383,Florida St,USC,Florida St,1991
384,384,Indiana,Coastal Car,Indiana,1991
385,385,Iowa,E Tenn St,Iowa,1991
386,386,Kansas,New Orleans,Kansas,1991
387,387,NC State,S Mississippi,NC State,1991
388,388,Oklahoma St,New Mexico,Oklahoma St,1991
389,389,Pittsburgh,Georgia,Pittsburgh,1991
390,390,Richmond,Syracuse,Richmond,1991
391,391,Seton Hall,Pepperdine,Seton Hall,1991
392,392,Temple,Purdue,Temple,1991
393,393,Xavier,Nebraska,Xavier,1991
394,394,Alabama,Murray St,Alabama,1991
395,395,Arizona St,Rutgers,Arizona St,1991
396,396,Arkansas,Georgia St,Arkansas,1991
397,397,E Michigan,Miss State,E Michigan,1991
398,398,Georgetown,Vanderbilt,Georgetown,1991
399,399,GA Tech,DePaul,GA Tech,1991
400,400,Michigan St,WI-Grn Bay,Michigan St,1991
401,401,N Carolina,Northeastrn,N Carolina,1991
402,402,Ohio State,Towson,Ohio State,1991
403,403,Penn St,UCLA,Penn St,1991
404,404,St Johns,N Illinois,St Johns,1991
405,405,Texas,St Peter's,Texas,1991
406,406,UNLV,Montana,UNLV,1991
407,407,Utah,South Alabama,Utah,1991
408,408,Villanova,Princeton,Villanova,1991
409,409,Wake Forest,Louisiana Tech,Wake Forest,1991
410,410,Arizona,BYU,Arizona,1991
411,411,Connecticut,Xavier,Connecticut,1991
412,412,Duke,Iowa,Duke,1991
413,413,Indiana,Florida St,Indiana,1991
414,414,Kansas,Pittsburgh,Kansas,1991
415,415,Oklahoma St,NC State,Oklahoma St,1991
416,416,Seton Hall,Creighton,Seton Hall,1991
417,417,Temple,Richmond,Temple,1991
418,418,Alabama,Wake Forest,Alabama,1991
419,419,Arkansas,Arizona St,Arkansas,1991
420,420,E Michigan,Penn St,E Michigan,1991
421,421,N Carolina,Villanova,N Carolina,1991
422,422,Ohio State,GA Tech,Ohio State,1991
423,423,St Johns,Texas,St Johns,1991
424,424,UNLV,Georgetown,UNLV,1991
425,425,Utah,Michigan St,Utah,1991
426,426,Arkansas,Alabama,Arkansas,1991
427,427,Kansas,Indiana,Kansas,1991
428,428,Seton Hall,Arizona,Seton Hall,1991
429,429,UNLV,Utah,UNLV,1991
430,430,Duke,Connecticut,Duke,1991
431,431,N Carolina,E Michigan,N Carolina,1991
432,432,St Johns,Ohio State,St Johns,1991
433,433,Temple,Oklahoma St,Temple,1991
434,434,Kansas,Arkansas,Kansas,1991
435,435,UNLV,Seton Hall,UNLV,1991
436,436,Duke,St Johns,Duke,1991
437,437,N Carolina,Temple,N Carolina,1991
438,438,Duke,UNLV,Duke,1991
439,439,Kansas,N Carolina,Kansas,1991
440,440,Duke,Kansas,Duke,1991
441,441,Alabama,Stanford,Alabama,1992
442,442,Arkansas,Murray St,Arkansas,1992
443,443,Connecticut,Nebraska,Connecticut,1992
444,444,Duke,Campbell,Duke,1992
445,445,Florida St,Montana,Florida St,1992
446,446,Georgetown,S Florida,Georgetown,1992
447,447,GA Tech,Houston,GA Tech,1992
448,448,Indiana,E Illinois,Indiana,1992
449,449,Iowa,Texas,Iowa,1992
450,450,LSU,BYU,LSU,1992
451,451,Memphis,Pepperdine,Memphis,1992
452,452,Missouri,W Virginia,Missouri,1992
453,453,N Carolina,Miami OH,N Carolina,1992
454,454,Ohio State,Miss Val St,Ohio State,1992
455,455,Seton Hall,La Salle,Seton Hall,1992
456,456,USC,ULM,USC,1992
457,457,Cincinnati,Delaware,Cincinnati,1992
458,458,E Tenn St,Arizona,E Tenn St,1992
459,459,Iowa State,Charlotte,Iowa State,1992
460,460,Kansas,Howard,Kansas,1992
461,461,Kentucky,Old Dominion,Kentucky,1992
462,462,Louisville,Wake Forest,Louisville,1992
463,463,U Mass,Fordham,U Mass,1992
464,464,Michigan,Temple,Michigan,1992
465,465,Michigan St,Missouri St,Michigan St,1992
466,466,N Mex State,DePaul,N Mex State,1992
467,467,Oklahoma St,Ga Southern,Oklahoma St,1992
468,468,Syracuse,Princeton,Syracuse,1992
469,469,Tulane,St Johns,Tulane,1992
470,470,UCLA,Rob Morris,UCLA,1992
471,471,LA Lafayette,Oklahoma,LA Lafayette,1992
472,472,UTEP,Evansville,UTEP,1992
473,473,Duke,Iowa,Duke,1992
474,474,Florida St,Georgetown,Florida St,1992
475,475,GA Tech,USC,GA Tech,1992
476,476,Indiana,LSU,Indiana,1992
477,477,Memphis,Arkansas,Memphis,1992
478,478,N Carolina,Alabama,N Carolina,1992
479,479,Ohio State,Connecticut,Ohio State,1992
480,480,Seton Hall,Missouri,Seton Hall,1992
481,481,Cincinnati,Michigan St,Cincinnati,1992
482,482,Kentucky,Iowa State,Kentucky,1992
483,483,U Mass,Syracuse,U Mass,1992
484,484,Michigan,E Tenn St,Michigan,1992
485,485,N Mex State,LA Lafayette,N Mex State,1992
486,486,Oklahoma St,Tulane,Oklahoma St,1992
487,487,UCLA,Louisville,UCLA,1992
488,488,UTEP,Kansas,UTEP,1992
489,489,Duke,Seton Hall,Duke,1992
490,490,Indiana,Florida St,Indiana,1992
491,491,Kentucky,U Mass,Kentucky,1992
492,492,UCLA,N Mex State,UCLA,1992
493,493,Cincinnati,UTEP,Cincinnati,1992
494,494,Memphis,GA Tech,Memphis,1992
495,495,Michigan,Oklahoma St,Michigan,1992
496,496,Ohio State,N Carolina,Ohio State,1992
497,497,Duke,Kentucky,Duke,1992
498,498,Indiana,UCLA,Indiana,1992
499,499,Cincinnati,Memphis,Cincinnati,1992
500,500,Michigan,Ohio State,Michigan,1992
501,501,Duke,Indiana,Duke,1992
502,502,Michigan,Cincinnati,Michigan,1992
503,503,Duke,Michigan,Duke,1992
504,504,Arkansas,Holy Cross,Arkansas,1993
505,505,BYU,S Methodist,BYU,1993
506,506,California,LSU,California,1993
507,507,Duke,S Illinois,Duke,1993
508,508,Florida St,Evansville,Florida St,1993
509,509,Illinois,Lg Beach St,Illinois,1993
510,510,Kansas,Ball St,Kansas,1993
511,511,N Carolina,East Carolina,N Carolina,1993
512,512,Rhode Island,Purdue,Rhode Island,1993
513,513,Santa Clara,Arizona,Santa Clara,1993
514,514,Seton Hall,Tennessee St,Seton Hall,1993
515,515,St Johns,Texas Tech,St Johns,1993
516,516,Temple,Missouri,Temple,1993
517,517,Tulane,Kansas St,Tulane,1993
518,518,Vanderbilt,Boise State,Vanderbilt,1993
519,519,W Kentucky,Memphis,W Kentucky,1993
520,520,Cincinnati,Coppin St,Cincinnati,1993
521,521,Geo Wshgtn,New Mexico,Geo Wshgtn,1993
522,522,Indiana,Wright State,Indiana,1993
523,523,Iowa,ULM,Iowa,1993
524,524,Kentucky,Rider,Kentucky,1993
525,525,Louisville,Delaware,Louisville,1993
526,526,U Mass,U Penn,U Mass,1993
527,527,Michigan,Coastal Car,Michigan,1993
528,528,N Mex State,Nebraska,N Mex State,1993
529,529,Oklahoma St,Marquette,Oklahoma St,1993
530,530,Southern,GA Tech,Southern,1993
531,531,UCLA,Iowa State,UCLA,1993
532,532,Utah,Pittsburgh,Utah,1993
533,533,Virginia,Manhattan,Virginia,1993
534,534,Wake Forest,Chattanooga,Wake Forest,1993
535,535,Xavier,New Orleans,Xavier,1993
536,536,Arkansas,St Johns,Arkansas,1993
537,537,California,Duke,California,1993
538,538,Florida St,Tulane,Florida St,1993
539,539,Kansas,BYU,Kansas,1993
540,540,N Carolina,Rhode Island,N Carolina,1993
541,541,Temple,Santa Clara,Temple,1993
542,542,Vanderbilt,Illinois,Vanderbilt,1993
543,543,W Kentucky,Seton Hall,W Kentucky,1993
544,544,Cincinnati,N Mex State,Cincinnati,1993
545,545,Geo Wshgtn,Southern,Geo Wshgtn,1993
546,546,Indiana,Xavier,Indiana,1993
547,547,Kentucky,Utah,Kentucky,1993
548,548,Louisville,Oklahoma St,Louisville,1993
549,549,Michigan,UCLA,Michigan,1993
550,550,Virginia,U Mass,Virginia,1993
551,551,Wake Forest,Iowa,Wake Forest,1993
552,552,Florida St,W Kentucky,Florida St,1993
553,553,Indiana,Louisville,Indiana,1993
554,554,Kansas,California,Kansas,1993
555,555,Kentucky,Wake Forest,Kentucky,1993
556,556,Cincinnati,Virginia,Cincinnati,1993
557,557,Michigan,Geo Wshgtn,Michigan,1993
558,558,N Carolina,Arkansas,N Carolina,1993
559,559,Temple,Vanderbilt,Temple,1993
560,560,Kansas,Indiana,Kansas,1993
561,561,Kentucky,Florida St,Kentucky,1993
562,562,Michigan,Temple,Michigan,1993
563,563,N Carolina,Cincinnati,N Carolina,1993
564,564,Michigan,Kentucky,Michigan,1993
565,565,N Carolina,Kansas,N Carolina,1993
566,566,N Carolina,Michigan,N Carolina,1993
567,567,Alabama,Providence,Alabama,1994
568,568,Connecticut,Rider,Connecticut,1994
569,569,Florida,James Mad,Florida,1994
570,570,Geo Wshgtn,UAB,Geo Wshgtn,1994
571,571,Kansas,Chattanooga,Kansas,1994
572,572,Maryland,Saint Louis,Maryland,1994
573,573,U Mass,Texas St,U Mass,1994
574,574,Michigan,Pepperdine,Michigan,1994
575,575,Missouri,Navy,Missouri,1994
576,576,U Penn,Nebraska,U Penn,1994
577,577,Purdue,Central FL,Purdue,1994
578,578,Syracuse,Hawaii,Syracuse,1994
579,579,Texas,W Kentucky,Texas,1994
580,580,Wake Forest,Col Charlestn,Wake Forest,1994
581,581,WI-Grn Bay,California,WI-Grn Bay,1994
582,582,Wisconsin,Cincinnati,Wisconsin,1994
583,583,Arizona,Loyola-MD,Arizona,1994
584,584,Arkansas,NC A&T,Arkansas,1994
585,585,Boston College,Washington St,Boston College,1994
586,586,Duke,TX Southern,Duke,1994
587,587,Georgetown,Illinois,Georgetown,1994
588,588,Indiana,Ohio,Indiana,1994
589,589,Kentucky,Tennessee St,Kentucky,1994
590,590,Louisville,Boise State,Louisville,1994
591,591,Marquette,LA Lafayette,Marquette,1994
592,592,Michigan St,Seton Hall,Michigan St,1994
593,593,Minnesota,S Illinois,Minnesota,1994
594,594,N Carolina,Liberty,N Carolina,1994
